method,split,seed,episode,success,final_error,energy,max_contact_force,contact_violation,transfer_accept,false_accept,false_reject,contract_label,contract_score,contract_worst,onset_error,slip_error,force_slope_error,energy_error,lag_error,target_friction,target_mass,target_actuator_scale,sensor_bias_norm,action_note
random_push,sensor_bias,2,11,0,0.16767,0.28058,3.68599,0,1,1,0,1,2.40812,10.41667,10.41667,1.16639,0.07624,0.05123,0.33009,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,3,0,0,0.18373,0.43862,9.87445,0,1,1,0,1,0.78974,2.97619,2.97619,0.12686,0.45623,0.34384,0.04558,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,3,1,0,0.10578,0.29272,4.28833,0,1,1,0,1,3.24484,14.13690,14.13690,1.48547,0.04982,0.11207,0.43996,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,3,2,0,0.13341,0.36258,4.46801,0,1,1,0,1,0.30098,1.48810,1.48810,0.00576,0.00471,0.00467,0.00164,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,3,3,0,0.21829,0.26733,2.46643,0,1,1,0,1,2.71697,11.90476,11.90476,1.08308,0.14125,0.13133,0.32442,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,3,4,0,0.15496,0.41141,3.18045,0,1,1,0,0,0.22475,0.74405,0.74405,0.18319,0.09273,0.04538,0.05842,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,3,5,0,0.19535,0.41663,7.32824,0,1,1,0,1,6.63796,28.27381,28.27381,3.24970,0.52742,0.21579,0.92307,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,3,6,0,0.12162,0.35558,7.03274,0,1,1,0,1,4.13306,17.85714,17.85714,2.01278,0.11514,0.10978,0.57048,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,3,7,0,0.10409,0.40366,2.88187,0,1,1,0,1,0.41874,1.48810,1.48810,0.33480,0.11828,0.07785,0.07469,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,3,8,0,0.20131,0.30661,7.64609,0,1,1,0,1,6.47457,27.52976,27.52976,3.28370,0.44146,0.16008,0.95788,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,3,9,0,0.13124,0.41402,5.36351,0,1,1,0,1,1.73036,7.44048,7.44048,0.87811,0.00553,0.07387,0.25384,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,3,10,0,0.23655,0.38047,5.36036,0,1,1,0,1,4.84430,20.83333,20.83333,2.40596,0.18998,0.11610,0.67613,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,3,11,1,0.07204,0.40972,3.90825,0,1,0,0,1,0.96881,2.34458,2.23214,2.34458,0.13875,0.04557,0.08298,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,4,0,0,0.21021,0.33558,6.38339,0,1,1,0,1,4.04740,17.11310,17.11310,2.15272,0.29390,0.06670,0.61057,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,4,1,0,0.13551,0.38335,6.80123,0,1,1,0,1,4.02451,17.11310,17.11310,2.07000,0.29984,0.07130,0.56833,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,4,2,0,0.29114,0.29329,0.00000,0,1,1,0,1,6.81598,32.73810,32.73810,0.63169,0.30966,0.21118,0.18927,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,4,3,0,0.10130,0.30382,3.05023,0,1,1,0,1,2.70342,11.16071,11.16071,2.08403,0.13548,0.05215,0.08471,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,4,4,0,0.15349,0.33511,3.70813,0,1,1,0,1,1.17036,4.46429,4.46429,0.97457,0.04399,0.07773,0.29124,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,4,5,0,0.19012,0.25975,3.71206,0,1,1,0,1,3.06090,12.64881,12.64881,1.91676,0.07984,0.09276,0.56634,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,4,6,0,0.10345,0.38127,7.67834,0,1,1,0,1,0.68576,2.23214,2.23214,0.86601,0.02330,0.05054,0.25678,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,4,7,0,0.11078,0.41114,4.45664,0,1,1,0,1,1.93974,8.18452,8.18452,1.04458,0.06023,0.10366,0.30569,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,4,8,1,0.03761,0.40684,5.72821,0,1,0,0,1,0.82243,2.97619,2.97619,1.02804,0.04284,0.00697,0.05810,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,4,9,0,0.11673,0.43077,9.57192,0,1,1,0,1,0.66623,2.23214,2.23214,0.25792,0.38660,0.37720,0.07727,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,4,10,0,0.19174,0.38917,4.32204,0,1,1,0,1,2.43892,10.41667,10.41667,1.24210,0.05568,0.11963,0.36053,0.6000,0.1650,0.9900,0.05200,random
random_push,sensor_bias,4,11,0,0.21486,0.26896,2.90839,0,1,1,0,1,0.68049,2.23214,2.23214,0.77049,0.06498,0.10813,0.22672,0.6000,0.1650,0.9900,0.05200,random
random_push,combined_gap,0,0,0,0.17461,0.43752,5.99231,0,1,1,0,1,6.12512,25.29762,25.29762,2.96102,1.58775,0.12798,0.65123,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,0,1,0,0.09748,0.51625,7.80727,0,1,1,0,1,2.91321,11.90476,11.90476,1.47269,0.79406,0.06670,0.32782,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,0,2,0,0.14699,0.33016,6.93519,0,1,1,0,1,4.99845,20.83333,20.83333,2.46716,1.09728,0.04142,0.55304,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,0,3,0,0.22990,0.22516,6.67579,0,1,1,0,1,4.34058,17.85714,17.85714,2.27418,1.04574,0.02480,0.50102,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,0,4,0,0.11444,0.41793,8.89746,0,1,1,0,0,0.44967,0.74405,0.74405,0.49689,0.72596,0.18386,0.09759,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,0,5,0,0.16764,0.49248,13.74721,0,1,1,0,1,2.06989,7.44048,7.44048,1.61983,0.83622,0.07861,0.37431,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,0,6,0,0.15883,0.57396,7.68959,0,1,1,0,1,0.88998,2.97619,2.97619,0.14834,0.87960,0.39267,0.05311,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,0,7,1,0.07315,0.51220,13.58993,0,1,0,0,1,2.46665,9.67262,9.67262,1.26970,0.94834,0.16353,0.27908,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,0,8,0,0.18945,0.40493,9.43376,0,1,1,0,1,13.30110,31.99405,31.99405,3.66578,29.76064,0.24587,0.83916,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,0,9,0,0.14741,0.31233,6.47316,0,1,1,0,1,5.55041,23.06548,23.06548,2.79569,1.11444,0.14373,0.63272,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,0,10,0,0.23247,0.32455,7.88880,0,1,1,0,1,5.49625,23.06548,23.06548,2.67312,0.98899,0.14680,0.60685,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,0,11,1,0.05725,0.55660,7.26053,0,1,0,0,1,0.62830,1.48810,1.48810,1.19252,0.29176,0.14371,0.02542,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,1,0,0,0.14787,0.42255,6.86208,0,1,1,0,1,1.62814,5.95238,5.95238,1.13707,0.72823,0.07573,0.24727,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,1,1,0,0.21304,0.41032,8.97149,0,1,1,0,1,2.80460,11.16071,11.16071,1.47083,0.92839,0.13137,0.33167,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,1,2,0,0.20297,0.42207,8.55884,0,1,1,0,1,2.98321,11.90476,11.90476,1.73914,0.84955,0.01941,0.40318,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,1,3,0,0.21434,0.21896,7.09523,0,1,1,0,1,5.38753,22.32143,22.32143,2.80600,1.04755,0.10875,0.65390,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,1,4,0,0.17956,0.38063,7.70152,0,1,1,0,1,2.13129,8.18452,8.18452,1.24154,0.83303,0.11548,0.28187,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,1,5,1,0.06908,0.49533,10.10572,0,1,0,0,1,4.11212,17.11310,17.11310,1.97085,1.02880,0.02044,0.42744,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,1,6,0,0.22286,0.39814,6.92994,0,1,1,0,1,3.75309,15.62500,15.62500,1.80352,0.93390,0.00576,0.39728,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,1,7,0,0.15106,0.66370,11.60226,0,1,1,0,1,1.71994,2.97619,2.97619,1.80138,2.72745,0.62298,0.47171,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,1,8,0,0.25145,0.24244,7.19849,0,1,1,0,1,3.26415,13.39286,13.39286,1.61683,0.85784,0.08704,0.36618,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,1,9,0,0.09167,0.54982,10.97003,0,1,1,0,1,0.67952,2.01907,0.74405,2.01907,0.31320,0.22520,0.09607,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,1,10,0,0.22943,0.30970,4.73760,0,1,1,0,1,0.74657,2.23214,2.23214,0.51539,0.66222,0.20443,0.11868,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,1,11,0,0.25514,0.38998,11.02913,0,1,1,0,1,4.50194,18.60119,18.60119,2.28701,1.06338,0.04515,0.51299,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,2,0,0,0.22242,0.41133,10.97027,0,1,1,0,1,3.47381,14.13690,14.13690,1.83875,0.94209,0.03813,0.41316,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,2,1,0,0.17115,0.42523,9.29912,0,1,1,0,1,5.45406,23.06548,23.06548,2.54051,1.00807,0.05797,0.59829,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,2,2,1,0.04361,0.70023,10.45593,0,1,0,0,1,1.48555,2.53196,2.23214,1.47026,2.53196,0.79778,0.39561,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,2,3,0,0.19321,0.33854,6.54106,0,1,1,0,1,6.15667,25.29762,25.29762,3.10156,1.50965,0.17410,0.70041,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,2,4,0,0.23741,0.37010,6.21701,0,1,1,0,1,0.65614,1.48810,1.48810,0.70292,0.75897,0.17659,0.15413,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,2,5,0,0.09663,0.51301,7.16162,0,1,1,0,1,0.58931,1.48810,1.48810,0.52219,0.65049,0.17483,0.11095,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,2,6,0,0.12751,0.32385,6.12568,0,1,1,0,1,0.46390,1.65127,0.00000,1.65127,0.36719,0.20814,0.09289,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,2,7,0,0.15570,0.44213,6.87621,0,1,1,0,1,0.98332,2.97619,2.97619,0.96412,0.57787,0.32774,0.07069,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,2,8,0,0.25344,0.34131,7.76293,0,1,1,0,1,6.19896,25.29762,25.29762,3.24029,1.52640,0.20265,0.72783,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,2,9,0,0.18070,0.36877,7.68614,0,1,1,0,1,4.36633,17.85714,17.85714,2.37072,0.99972,0.07269,0.53140,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,2,10,0,0.21260,0.28058,4.01888,0,1,1,0,1,0.70237,2.23214,2.23214,0.45495,0.55794,0.16594,0.10090,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,2,11,0,0.23684,0.36548,6.75439,0,1,1,0,1,0.59967,1.48810,1.48810,0.93379,0.35557,0.00035,0.22053,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,3,0,0,0.14619,0.49977,7.19110,0,1,1,0,0,0.45818,0.74405,0.74405,0.72152,0.49237,0.24278,0.09016,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,3,1,0,0.24029,0.27690,8.24632,0,1,1,0,1,4.62232,19.34524,19.34524,2.20555,1.01556,0.05819,0.48705,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,3,2,0,0.15624,0.40919,7.30749,0,1,1,0,1,1.24349,4.46429,4.46429,0.59104,0.84244,0.20466,0.11501,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,3,3,0,0.15823,0.37215,6.96758,0,1,1,0,1,2.77114,11.16071,11.16071,1.43610,0.83452,0.10005,0.32432,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,3,4,0,0.07724,0.68979,39.97255,0,1,1,0,1,1.68381,2.93437,2.23214,1.90576,2.93437,0.78254,0.56424,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,3,5,0,0.18649,0.39499,7.77571,0,1,1,0,1,0.65914,2.23214,2.23214,0.42214,0.46337,0.08502,0.09305,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,3,6,0,0.09117,0.50290,9.01030,0,1,1,0,0,0.34582,0.77515,0.00000,0.62306,0.77515,0.19923,0.13167,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,3,7,0,0.14900,0.43509,10.41004,0,1,1,0,1,3.95510,16.36905,16.36905,1.89573,1.04171,0.05360,0.41540,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,3,8,0,0.08294,0.46818,7.22129,0,1,1,0,1,1.16333,2.97619,2.97619,2.24717,0.28571,0.20993,0.09766,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,3,9,0,0.07926,0.51278,9.27635,0,1,1,0,0,0.52514,0.76056,0.74405,0.75370,0.76056,0.19882,0.16856,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,3,10,0,0.12552,0.38055,5.88387,0,1,1,0,1,0.91301,2.97619,2.97619,0.95232,0.36344,0.16763,0.10549,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,3,11,0,0.17343,0.37604,6.02829,0,1,1,0,1,0.78716,2.08472,1.48810,2.08472,0.16405,0.12378,0.07513,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,4,0,0,0.08182,0.52947,8.96142,0,1,1,0,1,5.36493,22.32143,22.32143,2.80461,0.85500,0.18021,0.66339,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,4,1,0,0.14216,0.36303,7.66484,0,1,1,0,1,3.98626,16.36905,16.36905,2.06593,1.02864,0.02490,0.44276,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,4,2,0,0.20553,0.44639,10.06575,0,1,1,0,1,4.77704,20.08929,20.08929,2.29019,0.90336,0.08626,0.51610,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,4,3,0,0.23790,0.27475,6.88059,0,1,1,0,1,0.48621,1.48810,1.48810,0.23086,0.46629,0.19047,0.05535,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,4,4,0,0.13477,0.81049,37.89544,0,1,1,0,1,1.66803,2.91780,2.23214,1.78922,2.91780,0.87983,0.52114,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,4,5,0,0.16119,0.51503,8.56515,0,1,1,0,1,1.73419,6.69643,6.69643,0.94032,0.73030,0.10278,0.20114,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,4,6,0,0.15417,0.41824,5.88332,0,1,1,0,1,0.86128,2.23214,2.23214,0.93304,0.79835,0.13729,0.20556,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,4,7,1,0.07152,0.50767,8.01470,0,1,0,0,1,0.76410,1.65105,1.48810,1.65105,0.38046,0.23927,0.06164,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,4,8,0,0.08743,0.43692,8.11286,0,1,1,0,1,0.52541,1.26404,0.74405,1.26404,0.34745,0.19642,0.07511,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,4,9,1,0.06780,0.54991,9.25277,0,1,0,0,1,0.95835,2.23214,2.23214,2.17779,0.20984,0.16664,0.00532,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,4,10,0,0.09767,0.46071,7.97208,0,1,1,0,1,0.69578,2.13810,0.74405,2.13810,0.30913,0.21929,0.06832,1.1800,0.2400,0.8200,0.04500,random
random_push,combined_gap,4,11,0,0.18768,0.44147,8.54009,0,1,1,0,1,3.23214,13.39286,13.39286,1.62382,0.78607,0.00058,0.35736,1.1800,0.2400,0.8200,0.04500,random
source_sim_mpc,nominal_target,0,0,1,0.01512,0.44975,8.00490,0,1,0,0,1,0.41609,1.48810,1.48810,0.35414,0.05682,0.07834,0.10305,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,0,1,1,0.01134,0.41619,8.66490,0,1,0,0,0,0.03005,0.08549,0.00000,0.08549,0.02702,0.01268,0.02506,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,0,2,1,0.00855,0.50141,9.06594,0,1,0,0,0,0.18446,0.74405,0.74405,0.03784,0.07363,0.05607,0.01069,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,0,3,1,0.00879,0.38296,4.24221,0,1,0,0,1,1.03166,4.46429,4.46429,0.43600,0.05907,0.06979,0.12913,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,0,4,1,0.00664,0.49004,8.26240,0,1,0,0,1,0.71578,2.97619,2.97619,0.39660,0.05009,0.05448,0.10156,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,0,5,1,0.00557,0.49130,8.55857,0,1,0,0,0,0.03547,0.10704,0.00000,0.10704,0.03156,0.00721,0.03155,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,0,6,1,0.01026,0.38202,6.77728,0,1,0,0,1,0.32790,1.48810,1.48810,0.07800,0.02760,0.02238,0.02344,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,0,7,1,0.00449,0.38282,9.80521,0,1,0,0,1,0.32844,1.48810,1.48810,0.03569,0.05468,0.05408,0.00965,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,0,8,1,0.01215,0.43107,10.39502,0,1,0,0,0,0.05526,0.11420,0.00000,0.06129,0.11420,0.08143,0.01938,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,0,9,1,0.01256,0.47442,8.00469,0,1,0,0,0,0.16896,0.74405,0.74405,0.05112,0.00297,0.02752,0.01915,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,0,10,1,0.00523,0.41899,8.65062,0,1,0,0,1,0.86884,3.72024,3.72024,0.37428,0.12357,0.02538,0.10074,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,0,11,1,0.01193,0.38682,8.77630,0,1,0,0,0,0.04638,0.10770,0.00000,0.04149,0.10770,0.07037,0.01233,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,1,0,1,0.01253,0.46055,5.45818,0,1,0,0,0,0.20563,0.74405,0.74405,0.19863,0.01001,0.01851,0.05698,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,1,1,1,0.00987,0.37002,3.66631,0,1,0,0,0,0.24062,0.74405,0.74405,0.30472,0.01607,0.05106,0.08720,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,1,2,1,0.01009,0.44869,8.22604,0,1,0,0,0,0.19703,0.74405,0.74405,0.05217,0.11160,0.06320,0.01416,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,1,3,1,0.01049,0.46365,8.74661,0,1,0,0,0,0.20442,0.74405,0.74405,0.13957,0.05983,0.03652,0.04213,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,1,4,1,0.01295,0.49735,9.09926,0,1,0,0,0,0.19903,0.74405,0.74405,0.09720,0.07456,0.05014,0.02921,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,1,5,1,0.00390,0.48886,6.65838,0,1,0,0,1,1.19612,5.20833,5.20833,0.54348,0.04046,0.03973,0.14859,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,1,6,1,0.00740,0.45126,11.06637,0,1,0,0,0,0.21555,0.74405,0.74405,0.20347,0.02499,0.04846,0.05676,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,1,7,1,0.00221,0.38946,7.72038,0,1,0,0,0,0.02672,0.06141,0.00000,0.06141,0.03195,0.02136,0.01886,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,1,8,1,0.00756,0.46058,7.38927,0,1,0,0,0,0.20664,0.74405,0.74405,0.20206,0.00415,0.02610,0.05685,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,1,9,1,0.00294,0.38340,7.54241,0,1,0,0,0,0.19338,0.74405,0.74405,0.12237,0.04440,0.01737,0.03869,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,1,10,1,0.00886,0.37891,4.56461,0,1,0,0,0,0.16484,0.74405,0.74405,0.04587,0.01800,0.00412,0.01217,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,1,11,1,0.00656,0.37299,5.52873,0,1,0,0,0,0.22054,0.74405,0.74405,0.15906,0.11526,0.04164,0.04268,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,2,0,1,0.01228,0.46569,5.01202,0,1,0,0,0,0.04247,0.13875,0.00000,0.13875,0.01357,0.01704,0.04300,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,2,1,1,0.01384,0.47636,8.40346,0,1,0,0,1,0.40990,1.48810,1.48810,0.30661,0.08148,0.08914,0.08417,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,2,2,1,0.00181,0.40129,7.15498,0,1,0,0,0,0.05485,0.17875,0.00000,0.17875,0.01848,0.02668,0.05033,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,2,3,1,0.01432,0.40664,6.72757,0,1,0,0,1,0.57627,2.23214,2.23214,0.41113,0.04761,0.07068,0.11977,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,2,4,1,0.01273,0.40208,4.80386,0,1,0,0,1,0.51168,2.23214,2.23214,0.10192,0.12251,0.07234,0.02947,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,2,5,1,0.03119,0.49143,7.70450,0,1,0,0,1,0.40643,1.48810,1.48810,0.39559,0.00864,0.02283,0.11702,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,2,6,1,0.02198,0.40003,6.10867,0,1,0,0,0,0.23565,0.74405,0.74405,0.20257,0.10712,0.06316,0.06137,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,2,7,1,0.01129,0.39620,6.62331,0,1,0,0,1,0.32170,1.48810,1.48810,0.08542,0.00722,0.00152,0.02626,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,2,8,1,0.00824,0.38761,3.70407,0,1,0,0,1,0.76223,2.97619,2.97619,0.68980,0.00419,0.03644,0.10453,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,2,9,1,0.01140,0.37712,5.33950,0,1,0,0,0,0.23694,0.74405,0.74405,0.24594,0.07480,0.04556,0.07434,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,2,10,1,0.01697,0.48482,7.27967,0,1,0,0,0,0.01439,0.05119,0.00000,0.05119,0.00429,0.00066,0.01578,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,2,11,1,0.00688,0.51633,9.47578,0,1,0,0,0,0.21443,0.74405,0.74405,0.23834,0.00140,0.01751,0.07084,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,3,0,1,0.00530,0.38323,3.90147,0,1,0,0,1,0.50159,2.23214,2.23214,0.16635,0.04097,0.01966,0.04882,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,3,1,1,0.00315,0.47774,8.66673,0,1,0,0,1,0.57525,2.23214,2.23214,0.47969,0.01890,0.04008,0.10544,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,3,2,1,0.00621,0.43397,7.70279,0,1,0,0,1,0.35257,1.48810,1.48810,0.19477,0.02129,0.00245,0.05627,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,3,3,1,0.01250,0.41424,5.25717,0,1,0,0,1,1.50716,6.69643,6.69643,0.60589,0.02556,0.03012,0.17778,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,3,4,1,0.00849,0.48144,5.66361,0,1,0,0,0,0.24914,0.74405,0.74405,0.28708,0.10162,0.03078,0.08219,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,3,5,1,0.00326,0.45837,8.40859,0,1,0,0,0,0.17806,0.74405,0.74405,0.08971,0.01169,0.01647,0.02840,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,3,6,1,0.01199,0.44323,8.45838,0,1,0,0,0,0.20349,0.74405,0.74405,0.14211,0.05204,0.03536,0.04391,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,3,7,1,0.00776,0.44849,5.67172,0,1,0,0,0,0.18823,0.74405,0.74405,0.09571,0.04481,0.02698,0.02959,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,3,8,1,0.00307,0.37926,4.94006,0,1,0,0,0,0.20694,0.74405,0.74405,0.20392,0.00629,0.02322,0.05724,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,3,9,1,0.00967,0.40337,10.09684,0,1,0,0,1,0.34506,1.48810,1.48810,0.08044,0.08133,0.05137,0.02405,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,3,10,1,0.01752,0.51036,9.41442,0,1,0,0,1,0.88472,3.72024,3.72024,0.51076,0.00025,0.04262,0.14975,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,3,11,1,0.00596,0.48064,8.87772,0,1,0,0,0,0.02613,0.06500,0.00000,0.06500,0.05022,0.00073,0.01470,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,4,0,1,0.01471,0.43028,8.95335,0,1,0,0,0,0.25038,0.74405,0.74405,0.24045,0.12333,0.07137,0.07269,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,4,1,1,0.00710,0.48704,8.89630,0,1,0,0,0,0.22201,0.74405,0.74405,0.25347,0.02970,0.00609,0.07674,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,4,2,1,0.00624,0.42363,10.23917,0,1,0,0,0,0.21775,0.74405,0.74405,0.26820,0.00304,0.00111,0.07234,0.5800,0.1650,0.9900,0.00000,models=1
source_sim_mpc,nominal_target,4,3,1,0.01430,0.47482,5.93126,0,1,0,0,1,0.86183,3.72024,3.72024,0.40821,0.05450,0.00974,0.11648,0.5800,0.1650,0.9900,0.00000,models=1
