method,split,seed,mean_success,ci95_success,mean_final_error,ci95_final_error,mean_energy,ci95_energy,accept_rate,false_accept_rate,false_reject_rate,mean_contract_score,episodes,seeds
random_push,combined_gap,1,0.0833,0.1633,0.1857,0.0339,0.4086,0.0698,1.0000,0.9167,0.0000,2.8093,12,1
random_push,combined_gap,2,0.0833,0.1633,0.1776,0.0357,0.4067,0.0627,1.0000,0.9167,0.0000,2.5942,12,1
random_push,combined_gap,3,0.0000,0.0000,0.1388,0.0283,0.4432,0.0585,1.0000,1.0000,0.0000,1.5940,12,1
random_push,combined_gap,4,0.1667,0.2202,0.1358,0.0317,0.4795,0.0730,1.0000,0.8333,0.0000,2.0878,12,1
random_push,high_friction,0,0.4167,0.2913,0.0989,0.0324,0.4885,0.0274,1.0000,0.5833,0.0000,0.3261,12,1
random_push,high_friction,1,0.2500,0.2559,0.0993,0.0318,0.4383,0.0400,1.0000,0.7500,0.0000,0.6736,12,1
random_push,high_friction,2,0.2500,0.2559,0.0978,0.0282,0.4469,0.0453,1.0000,0.7500,0.0000,0.6296,12,1
random_push,high_friction,3,0.4167,0.2913,0.1015,0.0356,0.4479,0.0434,1.0000,0.5833,0.0000,0.5615,12,1
random_push,high_friction,4,0.1667,0.2202,0.1308,0.0305,0.3759,0.0337,1.0000,0.8333,0.0000,0.5993,12,1
random_push,low_friction,0,0.4167,0.2913,0.0900,0.0283,0.3317,0.0292,1.0000,0.5833,0.0000,0.4834,12,1
random_push,low_friction,1,0.5833,0.2913,0.0685,0.0160,0.3376,0.0264,1.0000,0.4167,0.0000,0.4723,12,1
random_push,low_friction,2,0.2500,0.2559,0.1054,0.0291,0.3061,0.0282,1.0000,0.7500,0.0000,0.4364,12,1
random_push,low_friction,3,0.1667,0.2202,0.1125,0.0233,0.3193,0.0352,1.0000,0.8333,0.0000,0.5761,12,1
random_push,low_friction,4,0.1667,0.2202,0.1272,0.0223,0.3131,0.0319,1.0000,0.8333,0.0000,0.5316,12,1
random_push,mass_compliance,0,0.4167,0.2913,0.0907,0.0284,0.4360,0.0385,1.0000,0.5833,0.0000,0.8090,12,1
random_push,mass_compliance,1,0.2500,0.2559,0.1260,0.0357,0.4182,0.0322,1.0000,0.7500,0.0000,0.7400,12,1
random_push,mass_compliance,2,0.3333,0.2786,0.1198,0.0358,0.4224,0.0412,1.0000,0.6667,0.0000,0.4714,12,1
random_push,mass_compliance,3,0.2500,0.2559,0.1100,0.0303,0.4366,0.0408,1.0000,0.7500,0.0000,0.7187,12,1
random_push,mass_compliance,4,0.1667,0.2202,0.1162,0.0265,0.4179,0.0426,1.0000,0.8333,0.0000,0.6439,12,1
random_push,nominal_target,0,0.3333,0.2786,0.1100,0.0253,0.3578,0.0321,1.0000,0.6667,0.0000,0.3066,12,1
random_push,nominal_target,1,0.4167,0.2913,0.0904,0.0320,0.3602,0.0305,1.0000,0.5833,0.0000,0.4436,12,1
random_push,nominal_target,2,0.2500,0.2559,0.1064,0.0254,0.3814,0.0305,1.0000,0.7500,0.0000,0.3342,12,1
random_push,nominal_target,3,0.3333,0.2786,0.0922,0.0254,0.3793,0.0320,1.0000,0.6667,0.0000,0.4398,12,1
random_push,nominal_target,4,0.4167,0.2913,0.0928,0.0224,0.3724,0.0391,1.0000,0.5833,0.0000,0.3571,12,1
random_push,sensor_bias,0,0.2500,0.2559,0.1503,0.0543,0.3453,0.0319,1.0000,0.7500,0.0000,3.4318,12,1
random_push,sensor_bias,1,0.0833,0.1633,0.1592,0.0304,0.3711,0.0208,1.0000,0.9167,0.0000,2.3160,12,1
random_push,sensor_bias,2,0.0000,0.0000,0.1545,0.0244,0.3680,0.0432,1.0000,1.0000,0.0000,2.3229,12,1
random_push,sensor_bias,3,0.0833,0.1633,0.1549,0.0292,0.3716,0.0315,1.0000,0.9167,0.0000,2.7071,12,1
random_push,sensor_bias,4,0.0833,0.1633,0.1547,0.0385,0.3499,0.0331,1.0000,0.9167,0.0000,2.4213,12,1
residual_adaptation_mpc,actuator_lag,0,1.0000,0.0000,0.0630,0.0048,0.3833,0.0175,1.0000,0.0000,0.0000,0.5945,12,1
residual_adaptation_mpc,actuator_lag,1,1.0000,0.0000,0.0540,0.0045,0.3589,0.0197,1.0000,0.0000,0.0000,0.5834,12,1
residual_adaptation_mpc,actuator_lag,2,1.0000,0.0000,0.0568,0.0054,0.3734,0.0146,1.0000,0.0000,0.0000,0.6975,12,1
residual_adaptation_mpc,actuator_lag,3,0.9167,0.1633,0.0639,0.0087,0.3732,0.0197,1.0000,0.0833,0.0000,0.4668,12,1
residual_adaptation_mpc,actuator_lag,4,1.0000,0.0000,0.0569,0.0053,0.3651,0.0238,1.0000,0.0000,0.0000,0.5556,12,1
residual_adaptation_mpc,combined_gap,0,0.7500,0.2559,0.0713,0.0283,0.5297,0.0374,1.0000,0.2500,0.0000,2.1463,12,1
residual_adaptation_mpc,combined_gap,1,0.6667,0.2786,0.0703,0.0248,0.5265,0.0268,1.0000,0.3333,0.0000,1.6977,12,1
residual_adaptation_mpc,combined_gap,2,0.7500,0.2559,0.0655,0.0194,0.5462,0.0464,1.0000,0.2500,0.0000,3.1746,12,1
residual_adaptation_mpc,combined_gap,3,0.7500,0.2559,0.0628,0.0202,0.5197,0.0295,1.0000,0.2500,0.0000,2.7783,12,1
residual_adaptation_mpc,combined_gap,4,0.5000,0.2955,0.0854,0.0286,0.5343,0.0555,1.0000,0.5000,0.0000,2.0804,12,1
residual_adaptation_mpc,high_friction,0,1.0000,0.0000,0.0112,0.0032,0.5294,0.0251,1.0000,0.0000,0.0000,0.5549,12,1
residual_adaptation_mpc,high_friction,1,1.0000,0.0000,0.0105,0.0022,0.5438,0.0328,1.0000,0.0000,0.0000,0.4854,12,1
residual_adaptation_mpc,high_friction,2,1.0000,0.0000,0.0141,0.0033,0.5410,0.0221,1.0000,0.0000,0.0000,0.7572,12,1
residual_adaptation_mpc,high_friction,3,1.0000,0.0000,0.0113,0.0033,0.5474,0.0306,1.0000,0.0000,0.0000,0.4099,12,1
residual_adaptation_mpc,high_friction,4,1.0000,0.0000,0.0109,0.0029,0.5638,0.0315,1.0000,0.0000,0.0000,0.5304,12,1
residual_adaptation_mpc,low_friction,0,1.0000,0.0000,0.0427,0.0069,0.3434,0.0171,1.0000,0.0000,0.0000,0.5184,12,1
residual_adaptation_mpc,low_friction,1,1.0000,0.0000,0.0424,0.0070,0.3343,0.0203,1.0000,0.0000,0.0000,0.3476,12,1
residual_adaptation_mpc,low_friction,2,1.0000,0.0000,0.0459,0.0030,0.3417,0.0175,1.0000,0.0000,0.0000,0.4846,12,1
residual_adaptation_mpc,low_friction,3,1.0000,0.0000,0.0451,0.0046,0.3269,0.0233,1.0000,0.0000,0.0000,0.3517,12,1
residual_adaptation_mpc,low_friction,4,1.0000,0.0000,0.0396,0.0066,0.3220,0.0105,1.0000,0.0000,0.0000,0.5231,12,1
residual_adaptation_mpc,mass_compliance,0,1.0000,0.0000,0.0145,0.0033,0.5210,0.0203,1.0000,0.0000,0.0000,1.1396,12,1
residual_adaptation_mpc,mass_compliance,1,1.0000,0.0000,0.0125,0.0032,0.4820,0.0262,1.0000,0.0000,0.0000,0.5838,12,1
residual_adaptation_mpc,mass_compliance,2,1.0000,0.0000,0.0139,0.0029,0.4827,0.0321,1.0000,0.0000,0.0000,0.5246,12,1
residual_adaptation_mpc,mass_compliance,3,1.0000,0.0000,0.0132,0.0030,0.4699,0.0222,1.0000,0.0000,0.0000,0.6608,12,1
residual_adaptation_mpc,mass_compliance,4,1.0000,0.0000,0.0147,0.0027,0.4918,0.0279,1.0000,0.0000,0.0000,0.4963,12,1
residual_adaptation_mpc,nominal_target,0,1.0000,0.0000,0.0096,0.0030,0.4462,0.0230,1.0000,0.0000,0.0000,0.4504,12,1
residual_adaptation_mpc,nominal_target,1,1.0000,0.0000,0.0087,0.0022,0.4375,0.0243,1.0000,0.0000,0.0000,0.3952,12,1
residual_adaptation_mpc,nominal_target,2,1.0000,0.0000,0.0094,0.0027,0.4295,0.0221,1.0000,0.0000,0.0000,0.4614,12,1
residual_adaptation_mpc,nominal_target,3,1.0000,0.0000,0.0120,0.0024,0.4334,0.0238,1.0000,0.0000,0.0000,0.2921,12,1
residual_adaptation_mpc,nominal_target,4,1.0000,0.0000,0.0096,0.0023,0.4232,0.0156,1.0000,0.0000,0.0000,0.3490,12,1
residual_adaptation_mpc,sensor_bias,0,0.5833,0.2913,0.0850,0.0394,0.3977,0.0413,1.0000,0.4167,0.0000,2.4216,12,1
residual_adaptation_mpc,sensor_bias,1,0.4167,0.2913,0.1050,0.0408,0.4078,0.0307,1.0000,0.5833,0.0000,1.5458,12,1
residual_adaptation_mpc,sensor_bias,2,0.6667,0.2786,0.0672,0.0398,0.4453,0.0569,1.0000,0.3333,0.0000,2.5488,12,1
residual_adaptation_mpc,sensor_bias,3,0.5000,0.2955,0.0934,0.0385,0.4304,0.0333,1.0000,0.5000,0.0000,2.2313,12,1
residual_adaptation_mpc,sensor_bias,4,0.3333,0.2786,0.1049,0.0376,0.4192,0.0376,1.0000,0.6667,0.0000,1.3668,12,1
source_sim_mpc,actuator_lag,0,1.0000,0.0000,0.0605,0.0044,0.3560,0.0195,1.0000,0.0000,0.0000,0.6511,12,1
source_sim_mpc,actuator_lag,1,1.0000,0.0000,0.0624,0.0050,0.3762,0.0173,1.0000,0.0000,0.0000,0.5259,12,1
source_sim_mpc,actuator_lag,2,1.0000,0.0000,0.0581,0.0053,0.3485,0.0187,1.0000,0.0000,0.0000,0.6339,12,1
source_sim_mpc,actuator_lag,3,0.9167,0.1633,0.0636,0.0046,0.3766,0.0208,1.0000,0.0833,0.0000,1.1777,12,1
source_sim_mpc,actuator_lag,4,1.0000,0.0000,0.0622,0.0038,0.3727,0.0162,1.0000,0.0000,0.0000,0.5139,12,1
source_sim_mpc,combined_gap,0,0.5000,0.2955,0.0919,0.0215,0.5108,0.0324,1.0000,0.5000,0.0000,3.0245,12,1
source_sim_mpc,combined_gap,1,0.5000,0.2955,0.0787,0.0177,0.5401,0.0462,1.0000,0.5000,0.0000,3.4632,12,1
source_sim_mpc,combined_gap,2,0.5000,0.2955,0.0970,0.0266,0.5504,0.0381,1.0000,0.5000,0.0000,2.7709,12,1
source_sim_mpc,combined_gap,3,0.5833,0.2913,0.1112,0.0377,0.5176,0.0296,1.0000,0.4167,0.0000,3.6109,12,1
source_sim_mpc,combined_gap,4,0.5000,0.2955,0.0928,0.0263,0.5423,0.0396,1.0000,0.5000,0.0000,2.0262,12,1
source_sim_mpc,high_friction,0,1.0000,0.0000,0.0168,0.0017,0.5214,0.0222,1.0000,0.0000,0.0000,0.4858,12,1
source_sim_mpc,high_friction,1,1.0000,0.0000,0.0166,0.0018,0.5298,0.0191,1.0000,0.0000,0.0000,0.5152,12,1
source_sim_mpc,high_friction,2,1.0000,0.0000,0.0174,0.0016,0.5270,0.0215,1.0000,0.0000,0.0000,0.5480,12,1
source_sim_mpc,high_friction,3,1.0000,0.0000,0.0194,0.0029,0.5466,0.0268,1.0000,0.0000,0.0000,0.7303,12,1
source_sim_mpc,high_friction,4,1.0000,0.0000,0.0173,0.0019,0.5371,0.0223,1.0000,0.0000,0.0000,0.5195,12,1
source_sim_mpc,low_friction,0,1.0000,0.0000,0.0134,0.0017,0.3948,0.0234,1.0000,0.0000,0.0000,0.3856,12,1
source_sim_mpc,low_friction,1,1.0000,0.0000,0.0130,0.0032,0.3891,0.0247,1.0000,0.0000,0.0000,0.6379,12,1
source_sim_mpc,low_friction,2,1.0000,0.0000,0.0126,0.0025,0.3948,0.0235,1.0000,0.0000,0.0000,0.6443,12,1
source_sim_mpc,low_friction,3,1.0000,0.0000,0.0127,0.0028,0.3945,0.0258,1.0000,0.0000,0.0000,0.5419,12,1
source_sim_mpc,low_friction,4,1.0000,0.0000,0.0127,0.0025,0.4047,0.0224,1.0000,0.0000,0.0000,0.5033,12,1
source_sim_mpc,mass_compliance,0,1.0000,0.0000,0.0214,0.0020,0.4961,0.0229,1.0000,0.0000,0.0000,0.7481,12,1
source_sim_mpc,mass_compliance,1,1.0000,0.0000,0.0225,0.0042,0.4849,0.0268,1.0000,0.0000,0.0000,0.7266,12,1
source_sim_mpc,mass_compliance,2,1.0000,0.0000,0.0180,0.0035,0.4833,0.0274,1.0000,0.0000,0.0000,0.7833,12,1
source_sim_mpc,mass_compliance,3,1.0000,0.0000,0.0202,0.0028,0.4669,0.0270,1.0000,0.0000,0.0000,0.5147,12,1
source_sim_mpc,mass_compliance,4,1.0000,0.0000,0.0191,0.0044,0.4864,0.0247,1.0000,0.0000,0.0000,0.8620,12,1
source_sim_mpc,nominal_target,0,1.0000,0.0000,0.0094,0.0019,0.4340,0.0262,1.0000,0.0000,0.0000,0.3508,12,1
source_sim_mpc,nominal_target,1,1.0000,0.0000,0.0079,0.0020,0.4305,0.0270,1.0000,0.0000,0.0000,0.2725,12,1
source_sim_mpc,nominal_target,2,1.0000,0.0000,0.0136,0.0042,0.4338,0.0276,1.0000,0.0000,0.0000,0.3156,12,1
source_sim_mpc,nominal_target,3,1.0000,0.0000,0.0079,0.0025,0.4429,0.0235,1.0000,0.0000,0.0000,0.4349,12,1
source_sim_mpc,nominal_target,4,1.0000,0.0000,0.0113,0.0022,0.4464,0.0143,1.0000,0.0000,0.0000,0.5924,12,1
source_sim_mpc,sensor_bias,0,0.2500,0.2559,0.1115,0.0382,0.4242,0.0284,1.0000,0.7500,0.0000,2.3974,12,1
source_sim_mpc,sensor_bias,1,0.3333,0.2786,0.0976,0.0343,0.4118,0.0338,1.0000,0.6667,0.0000,1.5876,12,1
source_sim_mpc,sensor_bias,2,0.5000,0.2955,0.0808,0.0432,0.4314,0.0294,1.0000,0.5000,0.0000,2.4202,12,1
source_sim_mpc,sensor_bias,3,0.4167,0.2913,0.0726,0.0264,0.4403,0.0300,1.0000,0.5833,0.0000,2.6151,12,1
source_sim_mpc,sensor_bias,4,0.5000,0.2955,0.0933,0.0375,0.4222,0.0187,1.0000,0.5000,0.0000,1.9533,12,1
system_id_probe_mpc,actuator_lag,0,0.5833,0.2913,0.0627,0.0195,0.3587,0.0241,1.0000,0.4167,0.0000,0.5525,12,1
system_id_probe_mpc,actuator_lag,1,0.7500,0.2559,0.0543,0.0169,0.3633,0.0275,1.0000,0.2500,0.0000,0.6288,12,1
system_id_probe_mpc,actuator_lag,2,0.6667,0.2786,0.0709,0.0099,0.3562,0.0346,1.0000,0.3333,0.0000,0.6108,12,1
system_id_probe_mpc,actuator_lag,3,0.6667,0.2786,0.0582,0.0150,0.3554,0.0277,1.0000,0.3333,0.0000,0.5532,12,1
system_id_probe_mpc,actuator_lag,4,0.7500,0.2559,0.0401,0.0157,0.3763,0.0288,1.0000,0.2500,0.0000,0.7262,12,1
system_id_probe_mpc,combined_gap,0,0.5833,0.2913,0.0727,0.0380,0.5540,0.0649,1.0000,0.4167,0.0000,2.7174,12,1
system_id_probe_mpc,combined_gap,1,0.5833,0.2913,0.0750,0.0337,0.5734,0.0477,1.0000,0.4167,0.0000,3.1411,12,1
system_id_probe_mpc,combined_gap,2,0.5000,0.2955,0.1029,0.0495,0.5835,0.1102,1.0000,0.5000,0.0000,2.3883,12,1
system_id_probe_mpc,combined_gap,3,0.5833,0.2913,0.0555,0.0215,0.6189,0.0891,1.0000,0.4167,0.0000,2.7016,12,1
system_id_probe_mpc,combined_gap,4,0.2500,0.2559,0.1477,0.0615,0.4956,0.0628,1.0000,0.7500,0.0000,2.2895,12,1
system_id_probe_mpc,high_friction,0,1.0000,0.0000,0.0287,0.0128,0.5490,0.0364,1.0000,0.0000,0.0000,0.5156,12,1
system_id_probe_mpc,high_friction,1,1.0000,0.0000,0.0262,0.0084,0.5510,0.0359,1.0000,0.0000,0.0000,0.5667,12,1
system_id_probe_mpc,high_friction,2,1.0000,0.0000,0.0178,0.0104,0.5513,0.0447,1.0000,0.0000,0.0000,0.3117,12,1
system_id_probe_mpc,high_friction,3,1.0000,0.0000,0.0164,0.0067,0.5546,0.0382,1.0000,0.0000,0.0000,0.4667,12,1
system_id_probe_mpc,high_friction,4,1.0000,0.0000,0.0210,0.0072,0.5415,0.0299,1.0000,0.0000,0.0000,0.4854,12,1
system_id_probe_mpc,low_friction,0,1.0000,0.0000,0.0331,0.0104,0.3581,0.0270,1.0000,0.0000,0.0000,0.6505,12,1
system_id_probe_mpc,low_friction,1,1.0000,0.0000,0.0371,0.0090,0.3606,0.0350,1.0000,0.0000,0.0000,0.3675,12,1
system_id_probe_mpc,low_friction,2,1.0000,0.0000,0.0422,0.0079,0.3603,0.0331,1.0000,0.0000,0.0000,0.4719,12,1
system_id_probe_mpc,low_friction,3,1.0000,0.0000,0.0345,0.0101,0.3326,0.0211,1.0000,0.0000,0.0000,0.4757,12,1
system_id_probe_mpc,low_friction,4,1.0000,0.0000,0.0299,0.0102,0.3783,0.0371,1.0000,0.0000,0.0000,0.5078,12,1
system_id_probe_mpc,mass_compliance,0,1.0000,0.0000,0.0292,0.0096,0.5080,0.0270,1.0000,0.0000,0.0000,0.7581,12,1
system_id_probe_mpc,mass_compliance,1,1.0000,0.0000,0.0276,0.0111,0.4703,0.0306,1.0000,0.0000,0.0000,0.6915,12,1
system_id_probe_mpc,mass_compliance,2,1.0000,0.0000,0.0426,0.0107,0.5227,0.0385,1.0000,0.0000,0.0000,0.7612,12,1
system_id_probe_mpc,mass_compliance,3,1.0000,0.0000,0.0263,0.0075,0.5098,0.0318,1.0000,0.0000,0.0000,0.5460,12,1
system_id_probe_mpc,mass_compliance,4,1.0000,0.0000,0.0371,0.0089,0.4783,0.0341,1.0000,0.0000,0.0000,0.7041,12,1
system_id_probe_mpc,nominal_target,0,1.0000,0.0000,0.0359,0.0106,0.4137,0.0362,1.0000,0.0000,0.0000,0.4367,12,1
system_id_probe_mpc,nominal_target,1,1.0000,0.0000,0.0426,0.0074,0.4058,0.0270,1.0000,0.0000,0.0000,0.5227,12,1
system_id_probe_mpc,nominal_target,2,1.0000,0.0000,0.0441,0.0067,0.4208,0.0277,1.0000,0.0000,0.0000,0.3516,12,1
system_id_probe_mpc,nominal_target,3,1.0000,0.0000,0.0338,0.0106,0.4258,0.0424,1.0000,0.0000,0.0000,0.3220,12,1
system_id_probe_mpc,nominal_target,4,1.0000,0.0000,0.0432,0.0069,0.4123,0.0338,1.0000,0.0000,0.0000,0.4973,12,1
system_id_probe_mpc,sensor_bias,0,0.3333,0.2786,0.1459,0.0532,0.4166,0.0551,1.0000,0.6667,0.0000,2.0933,12,1
system_id_probe_mpc,sensor_bias,1,0.6667,0.2786,0.0841,0.0270,0.4050,0.0416,1.0000,0.3333,0.0000,1.9220,12,1
system_id_probe_mpc,sensor_bias,2,0.5833,0.2913,0.0843,0.0229,0.4696,0.0318,1.0000,0.4167,0.0000,3.1340,12,1
system_id_probe_mpc,sensor_bias,3,0.5000,0.2955,0.1094,0.0420,0.4481,0.0273,1.0000,0.5000,0.0000,2.5061,12,1
system_id_probe_mpc,sensor_bias,4,0.5833,0.2913,0.0792,0.0262,0.4075,0.0608,1.0000,0.4167,0.0000,2.7213,12,1
